=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.04.19 19:36:28 =~=~=~=~=~=~=~=~=~=~=~=
23370, -52, 90, 0, 103, -15.72
23536, -40, 90, 0, 98, -16.11
23702, -48, 90, 0, 102, -16.20
23869, -60, 90, 0, 108, -16.37
24035, -48, 90, 0, 102, -16.23
24201, -40, 105, 0, 112, -12.34
24367, 0, 150, 108, 184, 36.88
24532, 0, 345, 351, 492, 249.70
24699, 92, 330, 594, 685, 427.27
24865, 152, 360, 882, 964, 694.52
25031, 228, 420, 1179, 1272, 965.25
25198, 224, 525, 1431, 1540, 1211.88
25364, 280, 660, 1665, 1812, 1399.61
25530, 276, 675, 1782, 1925, 1537.68
25697, 268, 720, 1881, 2031, 1596.62
25863, 256, 645, 1917, 2038, 1617.77
26030, 220, 630, 1962, 2072, 1623.17
26195, 204, 615, 1791, 1904, 1637.82
26361, 200, 630, 1350, 1503, 1423.40
26528, 188, 615, 927, 1128, 1009.81
26694, 168, 420, 585, 739, 638.63
26861, 140, 315, 432, 552, 341.36
27027, 104, 270, 342, 447, 229.55
27193, 108, 255, 342, 440, 194.64
27360, 96, 300, 441, 541, 211.32
27526, 112, 360, 648, 749, 365.29
27692, 128, 360, 1044, 1111, 640.52
27858, 260, 465, 1611, 1696, 1069.43
28024, 340, 735, 2115, 2264, 1566.85
28190, 436, 885, 2394, 2589, 1901.77
28357, 356, 900, 2430, 2615, 1981.11
28523, 296, 825, 2340, 2498, 1965.57
28690, 268, 825, 1890, 2079, 1842.72
28856, 216, 585, 945, 1132, 1363.16
29022, 144, 270, 423, 522, 510.68
29189, 48, 120, 171, 214, 96.57
29355, 0, 75, 90, 117, -117.05
29520, 0, 105, 108, 150, -23.85
29686, 0, 105, 99, 144, -16.00
29853, 0, 105, 90, 138, -15.24
30019, 0, 105, 90, 138, -12.62
